"mon_feature_id","date_time","sample_begin_depth","institution_abbr","preservative_abbr","Ca_Diss_Water","Cl_Diss_Water","DMS_Tot_Water","EC_Phys_Water","F_Diss_Water","K_Diss_Water","Mg_Diss_Water","Na_Diss_Water","NH4_N_Diss_Water","NO3_NO2_N_Diss_Water","P_Tot_Water","pH_Diss_Water","PO4_P_Diss_Water","Si_Diss_Water","SO4_Diss_Water","TAL_Diss_Water","Station","Qat"
101975,1994-07-05 07:45:00,0,"DWS-RQIS","HGCL2",16.4,76.7,251,43,0.54,7.01,9.7,41,0.365,2.5,,7.6,0.221,5.75,29.7,47.7,"G2H015Q01","G22H"
101975,1994-07-12 09:00:00,0,"DWS-RQIS","HGCL2",15.6,83.7,249,44.2,0.27,6.94,9.3,45.9,0.13,2.082,,7.99,0.146,4.85,24.7,43.5,"G2H015Q01","G22H"
101975,1994-07-18 18:00:00,0,"DWS-RQIS","HGCL2",12.2,55.3,177,31.2,0.23,4.61,6.7,32.8,0.112,0.559,,7.57,0.156,3.07,20.7,34,"G2H015Q01","G22H"
101975,1994-07-25 17:50:00,0,"DWS-RQIS","HGCL2",11.8,38.8,146,23.9,0.19,4.67,5.9,23.2,0.113,0.95,,7.45,0.153,3.52,15.4,33.9,"G2H015Q01","G22H"
101975,1994-08-01 17:30:00,0,"DWS-RQIS","HGCL2",16.9,81.7,265,42.3,0.57,6.57,9.6,46.2,0.02,1.436,,7.6,0.144,5.44,26.1,58,"G2H015Q01","G22H"
101975,1994-08-09 07:50:00,0,"DWS-RQIS","HGCL2",14.5,62.4,214,36.2,0.37,6.11,7.1,37.6,0.114,2.071,,7.81,0.77,5.23,20.2,44.6,"G2H015Q01","G22H"
101975,1994-08-22 18:15:00,0,"DWS-RQIS","HGCL2",15.8,87,255,39.9,0.2,6.43,10.2,46.8,0.02,1.922,,7.77,0.336,4.69,21.9,46.5,"G2H015Q01","G22H"
101975,1994-08-29 18:15:00,0,"DWS-RQIS","HGCL2",16.3,82.8,255,44.7,0.27,6.56,8.4,48.2,0.02,1.956,,7.56,0.13,3.63,23,49.2,"G2H015Q01","G22H"
101975,1994-08-30 18:30:00,0,"DWS-RQIS","HGCL2",16.1,80.4,254,40,0.26,6.68,10.2,46.8,0.102,1.722,,7.65,0.323,5.24,23.5,50.1,"G2H015Q01","G22H"
101975,1994-09-05 17:30:00,0,"DWS-RQIS","HGCL2",16.8,89.5,266,47.5,0.35,6.53,9.8,50.8,0.02,2.288,,7.88,0.451,3.69,16.8,52,"G2H015Q01","G22H"
101975,1994-09-12 18:20:00,0,"DWS-RQIS","HGCL2",16.8,82.8,267,45.5,0.29,7.6,9.7,51.4,0.104,1.93,,7.79,0.406,4.68,21.5,54.8,"G2H015Q01","G22H"
101975,1994-09-26 18:20:00,0,"DWS-RQIS","HGCL2",16.6,91.5,279,48,0.29,7.24,10.1,54.8,0.047,2.077,,7.84,0.568,5.57,19.1,56.5,"G2H015Q01","G22H"
101975,1994-10-10 18:50:00,0,"DWS-RQIS","HGCL2",13.1,76.8,244,42,0.22,6.27,8.6,47.4,0.051,1.472,,7.74,0.65,6.16,20.2,51.5,"G2H015Q01","G22H"
101975,1994-10-17 19:00:00,0,"DWS-RQIS","HGCL2",16.2,87.6,274,46.5,0.32,7.23,9.4,55.6,0.092,1.725,,7.69,0.207,6.05,17.8,58.5,"G2H015Q01","G22H"
101975,1994-10-24 17:50:00,0,"DWS-RQIS","HGCL2",14.7,79.1,246,40.1,0.27,6.54,8.3,48.5,0.105,2.181,,7.64,0.529,5.69,12.3,53.2,"G2H015Q01","G22H"
101975,1994-10-31 19:05:00,0,"DWS-RQIS","HGCL2",15.5,90.8,279,49.5,0.5,7.96,8.9,57.4,0.283,2.896,,7.63,0.499,5.94,14.4,56.4,"G2H015Q01","G22H"
101975,1994-11-07 19:15:00,0,"DWS-RQIS","HGCL2",16.8,90.6,292,48.3,0.41,7.74,9.3,58,0.065,2.319,,7.93,0.499,5.89,13.8,68,"G2H015Q01","G22H"
101975,1994-11-14 18:15:00,0,"DWS-RQIS","HGCL2",18.2,105.8,330,55.4,0.21,8.4,9.6,67.4,0.092,1.93,,7.94,1.116,5.78,19.2,73.3,"G2H015Q01","G22H"
101975,1994-11-21 18:15:00,0,"DWS-RQIS","HGCL2",15.8,87,287,48.5,0.19,8.57,9.1,60.6,0.02,1.859,,8,0.958,5.44,14.4,65.6,"G2H015Q01","G22H"
101975,1994-12-05 18:20:00,0,"DWS-RQIS","HGCL2",18.1,125.9,383,61.2,0.4,11.2,10.8,79.3,0.02,2.223,,7.8,0.907,4.79,26.4,80.6,"G2H015Q01","G22H"
101975,1994-12-12 18:45:00,0,"DWS-RQIS","HGCL2",25.4,166.8,484,82.5,0.32,11.17,18,105.1,0.02,1.379,,8.05,0.628,4.47,31,97.1,"G2H015Q01","G22H"
101975,1994-12-19 19:00:00,0,"DWS-RQIS","HGCL2",22.2,147.4,456,70.1,0.34,12.06,13.8,99.8,0.064,1.894,,7.94,1.33,4.47,37.8,90.3,"G2H015Q01","G22H"
101975,1994-12-26 18:25:00,0,"DWS-RQIS","HGCL2",19.8,129.9,374,61.6,0.28,8.68,12.3,80,0.02,0.455,,7.7,0.739,4.51,23.3,78.2,"G2H015Q01","G22H"
101975,1995-01-02 18:10:00,0,"DWS-RQIS","HGCL2",24.4,169,489,80.1,0.52,11.32,15.6,108.4,0.058,1.655,,7.81,0.886,3.93,32.4,95.8,"G2H015Q01","G22H"
101975,1995-01-09 18:20:00,0,"DWS-RQIS","HGCL2",15,94.5,295,50.1,0.24,8.8,9.1,60,0.186,0.609,,8.04,1.527,3.7,24,62.5,"G2H015Q01","G22H"
101975,1995-01-16 18:45:00,0,"DWS-RQIS","HGCL2",14.3,86.1,279,44,0.34,7.5,7.9,58.6,0.02,0.216,,7.8,1.216,2.75,18.3,66.8,"G2H015Q01","G22H"
101975,1995-01-23 19:15:00,0,"DWS-RQIS","HGCL2",14.8,75.9,260,41.6,0.35,7.85,7.2,52.2,0.059,0.393,,7.75,1.082,2.79,18.3,64.2,"G2H015Q01","G22H"
101975,1995-01-30 18:05:00,0,"DWS-RQIS","HGCL2",16.5,98.7,303,47.3,0.67,8.36,8.6,61,0.02,0.326,,7.84,0.665,4.22,22.2,68.2,"G2H015Q01","G22H"
101975,1995-02-06 18:30:00,0,"DWS-RQIS","HGCL2",25.7,144.5,451,72,0.36,13.02,14.7,95.7,0.134,0.356,,8.3,0.975,5.3,25.6,103.9,"G2H015Q01","G22H"
101975,1995-02-13 18:15:00,0,"DWS-RQIS","HGCL2",20.1,146.9,486,76,0.33,17.06,11.8,106,0.098,2.458,,7.76,2.662,5.03,28.9,111.2,"G2H015Q01","G22H"
101975,1995-02-20 18:35:00,0,"DWS-RQIS","HGCL2",17.6,107.8,396,56.1,0.27,14.22,8.9,85.4,0.02,0.841,,7.85,0.928,4.79,22,109.3,"G2H015Q01","G22H"
101975,1995-02-27 18:15:00,0,"DWS-RQIS","HGCL2",23.1,149.8,497,79.3,0.34,15.21,13.5,103.1,0.046,1.126,,8.22,0.882,4.68,34.6,122.6,"G2H015Q01","G22H"
101975,1995-03-06 18:50:00,0,"DWS-RQIS","HGCL2",14.2,91.1,325,52.6,0.26,12.25,8,65.7,0.02,0.403,,8.23,1.194,4.21,22.2,87.1,"G2H015Q01","G22H"
101975,1995-03-13 07:40:00,0,"DWS-RQIS","HGCL2",13.5,73,290,40.5,0.25,9.47,6.2,52.7,0.02,1.665,,8.09,1.51,3.75,17.3,87,"G2H015Q01","G22H"
101975,1995-03-20 19:05:00,0,"DWS-RQIS","HGCL2",11.5,55.7,228,33.7,0.26,9.08,5.6,43.2,0.02,1.701,,8.12,1.136,3.63,17.6,61.1,"G2H015Q01","G22H"
101975,1995-03-24 18:50:00,0,"DWS-RQIS","HGCL2",16.2,87.5,337,50.9,0.43,12.6,7.2,67,0.02,2.987,,7.58,2.454,4.49,24.6,82.9,"G2H015Q01","G22H"
101975,1995-04-03 17:25:00,0,"DWS-RQIS","HGCL2",17,92.5,322,51.3,0.28,11.43,7.7,63.7,0.02,1.302,,7.92,1.658,4.71,23.5,78.3,"G2H015Q01","G22H"
101975,1995-04-10 18:15:00,0,"DWS-RQIS","HGCL2",19.8,108.6,366,56.9,0.58,12.53,8.9,70.7,0.02,2.909,,7.76,1.678,5.81,20.6,87,"G2H015Q01","G22H"
101975,1995-04-17 18:55:00,0,"DWS-RQIS","HGCL2",18.7,100.3,327,52.9,0.61,10.63,8.7,63.6,0.04,2.911,,7.76,0.903,5.86,17,75.2,"G2H015Q01","G22H"
101975,1995-04-24 15:20:00,0,"DWS-RQIS","HGCL2",17.6,109.6,355,59.5,0.28,11.98,9.3,74.9,0.02,4.45,,7.68,1.958,6.04,22.7,68.2,"G2H015Q01","G22H"
101975,1995-05-02 08:17:00,0,"DWS-RQIS","HGCL2",19.8,113.9,366,57.5,0.24,11.06,9.9,73.9,0.02,2.751,,7.7,1.68,5.94,22.2,80,"G2H015Q01","G22H"
101975,1995-05-09 08:05:00,0,"DWS-RQIS","HGCL2",12,61.6,203,33.7,0.34,7.71,6,37.3,0.02,1.697,,7.56,0.75,5.59,18,40.8,"G2H015Q01","G22H"
101975,1995-05-16 08:40:00,0,"DWS-RQIS","HGCL2",16.6,111.4,333,54.7,0.24,10.8,9.4,69.1,0.056,3.582,,7.66,1.502,6.69,19.1,62,"G2H015Q01","G22H"
101975,1995-05-23 09:25:00,0,"DWS-RQIS","HGCL2",15.6,79.8,249,39.3,0.31,7.84,7.3,46.5,0.099,2.548,,7.55,0.544,5.58,22.5,45.7,"G2H015Q01","G22H"
101975,1995-05-30 08:45:00,0,"DWS-RQIS","HGCL2",18.4,96.9,311,53.1,0.46,9.47,9.2,58.8,0.065,3.35,,7.72,1.073,6.41,23.7,62.2,"G2H015Q01","G22H"
101975,1995-06-06 08:35:00,0,"DWS-RQIS","HGCL2",13.2,63.9,219,36,0.17,7.83,6.3,40.2,0.366,2.886,,7.48,0.845,4.84,14.6,46.9,"G2H015Q01","G22H"
101975,1995-06-13 08:55:00,0,"DWS-RQIS","HGCL2",17.1,85.7,265,42.7,0.35,8.02,9.2,48.5,0.135,3.4,,7.45,0.422,5.68,22.2,47.1,"G2H015Q01","G22H"
101975,1995-06-20 08:55:00,0,"DWS-RQIS","HGCL2",18.7,93.8,281,44.9,0.22,8.11,10.1,52.1,0.089,3.736,,7.57,0.405,5.37,22.2,47.3,"G2H015Q01","G22H"
101975,1995-06-27 08:10:00,0,"DWS-RQIS","HGCL2",16,86.5,262,42.6,0.23,7.96,9.1,50.2,0.041,3.64,,7.49,0.701,5.46,15.4,47.6,"G2H015Q01","G22H"
101975,1995-07-04 08:30:00,0,"DWS-RQIS","HGCL2",17.8,74.6,270,47.1,0.55,7.63,9.1,48.4,0.248,2.92,,7.83,0.466,5.03,19.7,63.3,"G2H015Q01","G22H"
101975,1995-07-11 08:45:00,0,"DWS-RQIS","HGCL2",13,52.4,171,27.4,0.16,5.4,5.9,29.2,0.097,1.874,,7.36,0.185,3.63,11.2,36.5,"G2H015Q01","G22H"
101975,1995-07-18 08:45:00,0,"DWS-RQIS","HGCL2",13.2,53.4,182,28,0.46,5.38,5.8,29.8,0.144,1.534,,7.61,0.177,3.72,16,41.7,"G2H015Q01","G22H"
101975,1995-07-25 10:30:00,0,"DWS-RQIS","HGCL2",18.4,71.3,238,38.9,0.19,6.56,8.9,42.2,0.079,2.828,,7.49,0.187,5.19,18.6,47.9,"G2H015Q01","G22H"
101975,1995-07-31 08:40:00,0,"DWS-RQIS","HGCL2",11.3,34.7,148,21.7,0.25,3.71,5.5,22.6,0.205,1.068,,7.67,0.179,4.13,23,34.1,"G2H015Q01","G22H"
101975,1995-08-08 08:45:00,0,"DWS-RQIS","HGCL2",18,63.3,226,34.9,0.57,5.78,8.1,34.5,0.145,1.801,,7.64,0.109,4.89,23.8,52.4,"G2H015Q01","G22H"
101975,1995-08-15 08:30:00,0,"DWS-RQIS","HGCL2",17.4,73.5,241,40.8,0.27,6.4,8.1,41.6,0.144,2.41,,7.5,0.337,5.9,21.4,49.2,"G2H015Q01","G22H"
101975,1995-08-29 08:30:00,0,"DWS-RQIS","HGCL2",16.2,70.5,237,39.3,0.25,6.61,8.7,43.3,0.184,1.973,,7.64,0.084,6.01,20.8,50.8,"G2H015Q01","G22H"
101975,1995-09-05 08:30:00,0,"DWS-RQIS","HGCL2",14.3,67.6,228,41.1,0.16,6.24,8.6,41.9,0.144,2.42,,7.52,0.076,4.22,17.8,49.4,"G2H015Q01","G22H"
101975,1995-09-12 08:40:00,0,"DWS-RQIS","HGCL2",14.6,73.4,239,41.7,0.27,6.49,8.8,43.4,0.088,2.285,,7.7,0.456,4.64,18.9,50.5,"G2H015Q01","G22H"
101975,1995-09-19 08:25:00,0,"DWS-RQIS","HGCL2",17.1,82,275,46.8,0.29,6.94,8.4,47.8,0.04,2.39,,7.79,0.144,3.77,26.4,61.7,"G2H015Q01","G22H"
101975,1995-09-26 08:30:00,0,"DWS-RQIS","HGCL2",15.6,80.1,255,45,0.18,7.1,9.1,47.6,0.02,2.365,,7.67,0.2,4.95,19.6,52.6,"G2H015Q01","G22H"
101975,1995-10-02 08:05:00,0,"DWS-RQIS","HGCL2",14.8,85.3,274,47.4,0.19,7.63,9.6,51.4,0.02,3.015,,7.76,0.407,5.93,19.4,58.4,"G2H015Q01","G22H"
101975,1995-10-10 08:10:00,0,"DWS-RQIS","HGCL2",14.2,80,257,41.7,0.17,7,8.2,49.6,0.104,2.691,,7.9,0.688,5.42,16.8,54.6,"G2H015Q01","G22H"
101975,1995-10-24 08:30:00,0,"DWS-RQIS","HGCL2",14.3,78.6,241,45.3,0.14,6.81,7.9,46,0.173,2.4,,7.72,0.379,5.87,16.2,48.1,"G2H015Q01","G22H"
101975,1995-10-31 08:30:00,0,"DWS-RQIS","HGCL2",14.5,81.2,266,46.7,0.17,7.38,8.1,49.7,0.326,2.372,,7.58,0.617,5.51,19.8,59.1,"G2H015Q01","G22H"
101975,1995-11-07 08:20:00,0,"DWS-RQIS","HGCL2",14.4,72.9,249,41.3,0.18,7.68,8,52,0.02,3.074,,7.7,0.632,6.24,14.2,52.7,"G2H015Q01","G22H"
101975,1995-11-14 07:00:00,0,"DWS-RQIS","HGCL2",13.2,84.2,278,51.5,0.16,8.62,8.3,59,0.02,3.707,,7.63,1.046,5.22,20.9,52.4,"G2H015Q01","G22H"
101975,1995-11-20 07:45:00,0,"DWS-RQIS","HGCL2",16.5,110.6,348,53.4,0.19,11.39,10.2,76.5,0.02,4.275,,7.78,1.348,6.37,23.9,62.1,"G2H015Q01","G22H"
101975,1995-11-28 07:45:00,0,"DWS-RQIS","HGCL2",16.9,110.6,349,57.2,0.21,10.4,9.5,74.8,0.02,1.875,,7.24,1.074,5.9,25,73.5,"G2H015Q01","G22H"
101975,1995-12-05 07:50:00,0,"DWS-RQIS","HGCL2",16.5,108.4,337,52.8,0.23,10.02,9.6,69.8,0.02,0.153,,7.14,0.728,4.87,24.1,77.9,"G2H015Q01","G22H"
101975,1995-12-12 18:20:00,0,"DWS-RQIS","HGCL2",18.7,125.5,390,70.7,0.19,12.1,10.9,88.7,0.02,1.436,,7.73,0.498,4.04,21.9,85,"G2H015Q01","G22H"
101975,1995-12-19 08:05:00,0,"DWS-RQIS","HGCL2",11.4,64.3,217,41.4,0.15,10.06,5.8,42.9,0.38,2.201,,7.79,0.845,5.18,14.8,45.3,"G2H015Q01","G22H"
101975,1995-12-26 17:45:00,0,"DWS-RQIS","HGCL2",13.5,74.7,238,36.9,0.13,7.56,7.4,43.6,0.02,1.897,,7.29,0.489,5.06,21.6,49.3,"G2H015Q01","G22H"
101975,1996-01-02 07:15:00,0,"DWS-RQIS","HGCL2",15.3,102.9,307,48.5,0.26,8.71,7.4,63.6,0.02,1.916,,7.69,0.773,5.64,22,62.5,"G2H015Q01","G22H"
101975,1996-01-08 08:00:00,0,"DWS-RQIS","HGCL2",11.7,90.1,222,42.8,0.19,7.66,6.3,55.7,0.02,0.042,,7.04,0.914,5.94,34.2,10.6,"G2H015Q01","G22H"
101975,1996-01-16 19:55:00,0,"DWS-RQIS","HGCL2",15.1,97.8,316,46.5,0.23,10.44,8.7,66.8,0.02,2.559,,7.48,1.462,4.75,20.8,66.1,"G2H015Q01","G22H"
101975,1996-01-22 18:35:00,0,"DWS-RQIS","HGCL2",15.1,83,285,47,0.22,12.87,8,59.1,0.198,3.424,,7.62,2.316,4.73,18.7,53.5,"G2H015Q01","G22H"
101975,1996-01-29 19:50:00,0,"DWS-RQIS","HGCL2",15.8,141.9,394,60.8,0.29,21.33,9.2,91.8,0.02,0.047,,7.12,1.563,4.64,27.9,66,"G2H015Q01","G22H"
101975,1996-02-05 19:55:00,0,"DWS-RQIS","HGCL2",14.4,106.9,346,54.3,0.22,17.6,7.7,75.8,0.02,0.042,,7.16,0.053,4.37,21.1,83.6,"G2H015Q01","G22H"
101975,1996-02-12 19:45:00,0,"DWS-RQIS","HGCL2",15.8,99.3,379,57.2,0.24,29.88,8.7,72.8,0.02,3,,7.74,3.013,4.7,15.3,94.2,"G2H015Q01","G22H"
101975,1996-02-19 19:45:00,0,"DWS-RQIS","HGCL2",21.4,125.7,423,59.2,0.26,17.1,10.6,90.9,0.02,2.213,,7.81,1.082,6.3,24.1,98.1,"G2H015Q01","G22H"
101975,1996-02-26 19:15:00,0,"DWS-RQIS","HGCL2",16.5,100,349,49.2,0.25,16.98,8.2,74.3,0.02,2.176,,7.91,0.493,5.8,19.3,83.8,"G2H015Q01","G22H"
101975,1996-03-04 19:20:00,0,"DWS-RQIS","HGCL2",19.1,106.7,373,55.6,0.23,17.94,8.7,71.6,0.02,2.458,,8.2,0.499,5.57,20.9,94.6,"G2H015Q01","G22H"
101975,1996-03-19 07:55:00,0,"DWS-RQIS","HGCL2",15.9,94.9,300,46.9,0.26,12.43,7.6,62,0.02,0.824,,7.79,0.5,5.93,22.2,65.1,"G2H015Q01","G22H"
101975,1996-03-25 08:05:00,0,"DWS-RQIS","HGCL2",16.4,95.1,322,48.6,0.25,12.88,8.2,65.4,0.02,2.628,,7.84,1.21,5.92,16.5,75.1,"G2H015Q01","G22H"
101975,1996-04-02 18:40:00,0,"DWS-RQIS","HGCL2",15.9,94.1,319,49.6,0.2,13.5,7.8,67.1,0.02,2.586,,7.74,1.207,6.67,14.6,74,"G2H015Q01","G22H"
101975,1996-04-09 08:10:00,0,"DWS-RQIS","HGCL2",13.1,70.9,251,42.6,0.18,9.47,6.4,48.1,0.088,3.521,,7.68,1.36,5.93,13.3,57.3,"G2H015Q01","G22H"
101975,1996-04-16 07:50:00,0,"DWS-RQIS","HGCL2",11.7,53.8,204,31.2,0.2,8.56,5.1,37,0.364,2.369,,7.53,0.9,3.91,14.2,49.4,"G2H015Q01","G22H"
101975,1996-04-23 07:50:00,0,"DWS-RQIS","HGCL2",13.8,66.8,236,41.9,0.2,7.98,7,48,0.02,2.453,,7.9,0.9,6.35,16.8,50.5,"G2H015Q01","G22H"
101975,1996-04-30 08:00:00,0,"DWS-RQIS","HGCL2",14.7,75.8,266,47.2,0.22,9.98,7.6,53.7,0.02,3.017,,7.68,1.027,6.84,19.7,55.5,"G2H015Q01","G22H"
101975,1996-05-07 08:15:00,0,"DWS-RQIS","HGCL2",15.7,93.2,294,49.6,0.28,10.26,8.7,60.5,0.02,3.727,,7.57,1.384,6.33,17.8,54.5,"G2H015Q01","G22H"
101975,1996-05-14 07:45:00,0,"DWS-RQIS","HGCL2",14.1,81.9,245,41.3,0.22,8.76,6.8,48,0.02,2.174,,7.49,0.689,6.9,15,48.2,"G2H015Q01","G22H"
101975,1996-05-21 07:45:00,0,"DWS-RQIS","HGCL2",15.8,91.5,297,48.8,0.25,10.51,8.3,57.7,0.02,2.809,,7.66,1.284,7.74,18.7,63.7,"G2H015Q01","G22H"
101975,1996-05-28 07:50:00,0,"DWS-RQIS","HGCL2",15.6,95.6,314,52.4,0.23,10.93,8.3,62.2,0.02,2.885,,7.59,1.118,7,20.4,69.6,"G2H015Q01","G22H"
101975,1996-06-05 08:05:00,0,"DWS-RQIS","HGCL2",16.6,91.2,281,47.1,0.19,9.02,7.8,55,0.02,3.379,,7.91,0.819,6.91,18,53.8,"G2H015Q01","G22H"
101975,1996-06-12 08:00:00,0,"DWS-RQIS","HGCL2",11,43.3,156,25.3,0.17,7.08,4.8,23.5,0.02,0.252,,7.39,0.173,3.63,18.1,37.6,"G2H015Q01","G22H"
101975,1996-06-19 08:00:00,0,"DWS-RQIS","HGCL2",14.2,55.8,187,33.5,0.16,6.11,6.5,31.4,0.108,1.582,,7.32,0.198,4.32,19.1,37.5,"G2H015Q01","G22H"
101975,1996-07-02 08:00:00,0,"DWS-RQIS","HGCL2",13.9,57.8,195,33.9,0.19,6.37,5.9,32.3,0.02,1.341,,7.38,0.138,4.44,14.6,47.3,"G2H015Q01","G22H"
101975,1996-07-10 08:05:00,0,"DWS-RQIS","HGCL2",16.4,73.1,237,40.6,0.22,6.61,7.9,39.9,0.065,1.695,,7.74,0.264,5.3,18.1,54.2,"G2H015Q01","G22H"
101975,1996-07-17 08:00:00,0,"DWS-RQIS","HGCL2",17.6,80.9,270,46.9,0.23,7.41,10.8,50.2,0.089,2.056,,7.72,0.159,5.94,22.6,58.2,"G2H015Q01","G22H"
101975,1996-07-24 08:10:00,0,"DWS-RQIS","HGCL2",16.3,92.6,289,49.9,0.21,7.91,10,54.2,0.137,3.107,,7.74,0.463,6.17,23.9,56.3,"G2H015Q01","G22H"
101975,1996-07-31 08:00:00,0,"DWS-RQIS","HGCL2",15.4,86.8,278,46.2,0.22,8.02,9.3,52.1,0.326,2.313,,7.75,0.441,5.45,19.1,61.6,"G2H015Q01","G22H"
101975,1996-08-14 08:30:00,0,"DWS-RQIS","HGCL2",16.5,64,231,37.8,0.19,6.54,6.7,38.8,0.02,1.087,,7.32,0.133,4.95,25.5,55.9,"G2H015Q01","G22H"
101975,1996-08-20 17:45:00,0,"DWS-RQIS","HGCL2",17,81.8,268,46.2,0.2,7.09,10.9,49.7,0.062,2.31,,7.74,0.286,5.72,20.1,57.6,"G2H015Q01","G22H"
101975,1996-08-27 18:15:00,0,"DWS-RQIS","HGCL2",11.1,52.4,197,30.5,0.22,6.47,6.5,33,0.02,1.204,,7.73,0.21,3.89,21.8,48.7,"G2H015Q01","G22H"
101975,1996-09-03 18:45:00,0,"DWS-RQIS","HGCL2",16.4,81,265,45,0.21,6.18,10,49.9,0.118,1.474,,7.62,0.207,5.67,22.6,58.2,"G2H015Q01","G22H"
101975,1996-09-10 17:55:00,0,"DWS-RQIS","HGCL2",13.2,59.7,215,37.6,0.26,5.24,8,38.6,0.02,1.218,,7.36,0.171,4.55,20.1,52.6,"G2H015Q01","G22H"
101975,1996-10-01 18:50:00,0,"DWS-RQIS","HGCL2",14.1,54.7,208,37,0.17,5,7.7,37,0.102,1.464,,7.85,0.214,4.75,14.1,55.8,"G2H015Q01","G22H"
101975,1996-10-08 18:50:00,0,"DWS-RQIS","HGCL2",15,67.1,231,38,0.19,5.88,8.7,43.7,0.02,1.972,,7.73,0.231,5.68,13.1,55.9,"G2H015Q01","G22H"
101975,1996-10-15 18:45:00,0,"DWS-RQIS","HGCL2",13,63.7,234,36.8,0.16,5.39,8.4,42.9,0.137,1.567,,7.55,0.188,5.44,23,57,"G2H015Q01","G22H"
101975,1996-10-22 18:00:00,0,"DWS-RQIS","HGCL2",11.4,53.3,189,32.2,0.15,5.05,7,31.9,0.02,1.068,,7.41,0.046,4.29,18.4,46.4,"G2H015Q01","G22H"
101975,1996-10-29 19:00:00,0,"DWS-RQIS","HGCL2",14.2,62.2,230,39,0.18,5.5,8.2,39.6,0.089,1.854,,7.75,0.258,5.37,23.2,55.4,"G2H015Q01","G22H"
101975,1996-11-06 08:15:00,0,"DWS-RQIS","HGCL2",15.7,64.7,241,40.8,0.17,5.65,8.2,45.6,0.084,2.689,,7.72,0.709,6.92,16.4,58,"G2H015Q01","G22H"
101975,1996-11-12 18:10:00,0,"DWS-RQIS","HGCL2",12,57.6,204,36.4,0.14,4.85,7.5,37.6,0.071,1.781,,7.51,0.315,6.02,18.5,46.9,"G2H015Q01","G22H"
101975,1996-11-19 18:35:00,0,"DWS-RQIS","HGCL2",14.4,55.1,220,37.6,0.24,5.82,7.2,39.6,0.048,2.006,,7.4,0.416,5.53,18.6,56.6,"G2H015Q01","G22H"
101975,1996-11-26 18:55:00,0,"DWS-RQIS","HGCL2",13.9,65.6,222,38.2,0.15,4.98,7.8,39.7,0.317,1.521,,7.81,0.441,6.18,14,55.6,"G2H015Q01","G22H"
101975,1996-12-03 18:20:00,0,"DWS-RQIS","HGCL2",12.8,66.5,206,34.9,0.16,4.95,6.7,37.2,0.056,1.72,,7.35,0.443,5.88,10.1,48,"G2H015Q01","G22H"
101975,1996-12-10 19:55:00,0,"DWS-RQIS","HGCL2",15.5,73.9,256,42.4,0.21,6.42,7.7,50.4,0.332,2.235,,7.78,0.851,6.71,17.7,58.9,"G2H015Q01","G22H"
101975,1996-12-17 18:50:00,0,"DWS-RQIS","HGCL2",13.3,49.5,197,30.2,0.22,5.36,6.4,34.1,0.135,1.313,,7.7,0.475,5,19.5,50.1,"G2H015Q01","G22H"
101975,1996-12-23 17:40:00,0,"DWS-RQIS","HGCL2",14,71.3,242,40.9,0.19,6.07,7.8,47.2,0.02,1.738,,7.72,0.497,6.32,17.9,56,"G2H015Q01","G22H"
101975,1996-12-30 18:30:00,0,"DWS-RQIS","HGCL2",13.3,65.7,227,38.8,0.18,5.69,6.9,43.7,0.059,2.15,,7.68,0.635,6.05,16.9,52,"G2H015Q01","G22H"
101975,1997-02-11 18:40:00,0,"DWS-RQIS","HGCL2",15.9,96.3,316,48.7,0.23,8.05,7.9,65.8,0.02,2.645,,7.53,1.223,5.65,22.6,68.4,"G2H015Q01","G22H"
101975,1997-02-18 18:45:00,0,"DWS-RQIS","HGCL2",15.7,89.8,301,47.9,0.19,8.62,7.6,59.1,0.02,2.698,,7.38,1.186,5.58,23.7,66.1,"G2H015Q01","G22H"
101975,1997-02-25 18:50:00,0,"DWS-RQIS","HGCL2",16.9,89.4,319,47.3,0.2,10.18,8.2,62.6,0.097,2.95,,7.72,1.333,5.15,21.2,76.2,"G2H015Q01","G22H"
101975,1997-03-04 18:15:00,0,"DWS-RQIS","HGCL2",14.1,79.7,284,46.2,0.2,9.21,7.6,55.7,0.042,1.167,,7.8,1.171,5.33,21,71.5,"G2H015Q01","G22H"
101975,1997-03-11 18:40:00,0,"DWS-RQIS","HGCL2",16.6,80,306,45.8,0.18,10.18,7.3,59.1,0.305,3.732,,7.8,1.216,4.75,13.5,81.1,"G2H015Q01","G22H"
101975,1997-03-18 19:00:00,0,"DWS-RQIS","HGCL2",17.1,96.9,330,51.1,0.22,10.97,8,69,0.099,3.478,,7.83,1.199,6.07,21.5,71.4,"G2H015Q01","G22H"
101975,1997-03-25 19:00:00,0,"DWS-RQIS","HGCL2",18.6,128.1,394,61.1,0.32,11.57,11.5,85.4,0.02,2.502,,7.88,1.089,5.06,33.4,74.7,"G2H015Q01","G22H"
101975,1997-04-01 21:10:00,0,"DWS-RQIS","HGCL2",17.4,116.8,369,59.3,0.29,11.47,9.5,78.2,0.069,4.294,,7.85,1.574,5.99,26,70.4,"G2H015Q01","G22H"
101975,1997-04-08 18:15:00,0,"DWS-RQIS","HGCL2",17.9,104.5,305,54.6,0.23,9.8,8.5,64.9,0.617,2.704,,7.67,0.926,6.01,9.5,60.6,"G2H015Q01","G22H"
